filename,extracted_text,Invoice number,Date,Total Amount,Vendor
Template5_Instance115.jpg,"Invoice Date: 16-Jul-2017
Invoice number INV41733760

 

 

 

 

 

 

 

 

PO Number :14

Bill to:Amanda Thompson

‘94449 Danielle Pass Apt. 303

Gordontown, TX 63220 US

Tol:+(331)224-9612

Email:geraldwilliams@example.org

Site:https://velasquez.com!
ty 10 Description Unitprice | Amount
2.00 (098361 | Note table guess, 33.69 6738
2.00 738424 | Truth hen improve 35.90 7180)
3.00 705089 __| Visit move machine, 7074 212.22
4.00 729308 | Half week since. 02 368.08

 

 

 

 

 

 

SUB_TOTAL: 719.48 EUR
TAX:VAT (6.33%): 45.57 EUR
BALANCE DUE : 752.03 EUR

Total in words: seven hundred and fift-
y-two point zero three

Note: All payments to be made in cash.
Contact us for queries on these quotations.

 

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV41733760,16-Jul-17,752.03,Bailey Group
Template5_Instance112.jpg,"Invoice Date: 25-Jun-2013
INVOICE ID INV37855279

 

 

 

 

 

 

 

PO Number :05

Bill t:Bradley Estrada

427 Susan Passage Suite 449

Port Markport, ID 58301 US

Tel:+(554)117-9849

Email:whitokim@example.com

Site:http:/isimon info!
ayo Description Unitpriee [Amount
200 [649561 | Serve near ranca 1851 ar02
3.00 | 688324 | Hour real international e758 20282
500 [580001 | beat prove 38.23 a5

 

 

 

 

 

 

‘SUB_TOTAL : 680.79 $
TAX:VAT (4.14%): 28.16 $
BALANCE DUE : 701.87 $

Total in words: seven hundred and o-
ne point eight seven

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV37855279,25-Jun-13,701.87,Bailey Group
Template5_Instance105.jpg,"Invoice Date: 30-Jul-2016
INVOICE # INV/83-99/129

 

   

 

 

 

 

 

 

PO Number :36

Bill to:Nicole Smith

273 Kyle Manor

Lewisport, AZ 84916 US

Tel:+(207)653-3187

Email:louis28@examp!

Site:http:anderson.net/
ty 10 Description Unitprice | Amount
4.00 96464 | with others 67.16 268.64
2.00 (030474 | Summer operation adult 37.38 7488
5.00 ears04 | Suggest 19.20 96.00)
6.00 427936 | Economy personal find 7255, 435.30

 

 

 

 

 

 

‘SUB_TOTAL : 874,60 USD
TAX:VAT (5.52%): 48.31 USD
BALANCE DUE : 905.33 USD

Total in words: nine hundred and fi-
ve point three three

 

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV/83-99/129,30-Jul-16,905.33,Bailey Group
Template5_Instance119.jpg,"Date: 05-Feb-1994
INVOICE # INV/07-56/604

 

 

 

 

 

 

 

PO Number :67

Bill to:Sydney Gaines

‘8206 John Branch Apt. 962

Brittanyville, ND 13806 US.

Tel:+(492)229-3181

Email:emcintosh@example.com

Site:http:/iwww.wood.com/
ary © Description Unitprice | Amount
5.00 7298569 Foreign standard 395, 31975
6.00 052284 | Growth sift a7 2826
2.00 354549 __| Hard tend now. 4071 ata

 

 

 

 

 

 

‘SUB_TOTAL : 429.43 EUR
TAX:VAT (3.35%): 14.40 EUR
BALANCE DUE : 437.39 EUR

Total in words: four hundred and thirty-
-seven point three nine

‘Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV/07-56/604,05-Feb-94,437.39,Bailey Group
Template5_Instance12.jpg,"Invoice Date: 15-May-2004
INVOICE # 8Y2M84-379
PO Number :62

 

Bill to:Samantha Hinton
{844 Glover Fall

East Brian, Mi 15028 US
Tol:+(738)148-2731
Email:vcalhoun@example.org
Site:https://www.gonzalez-spencer.org/

 

aty © Description Unitprice | Amount

 

4.00 665402 __| The horse 74.97 290.88

 

 

 

 

 

 

 

5.00 1697469 | Late wat evering economy, 2593, 129.65,

 

‘SUB_TOTAL : 429.53 EUR
TAX:VAT (6.82%): 29.28 EUR
BALANCE DUE : 448.59 EUR

Total in words: four hundred and forty-
-eight point five nine

 

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",8Y2M84-379,15-May-04,448.59,Bailey Group
Template5_Instance120.jpg,"Date: 22-Oct-1998
INVOICE ID 3Y3M3d-205

 

 

   

 

 

 

 

 

 

PO Number 34

Bill to:Jennifer Scott

Inlet

Vi-24208 US.
Tol:+(872)422-4203
Email:mglenn@example.net
Site:https://www.howard-watkins.com/
ty 10 Description Unitprice | Amount
5.00 ‘529168 | Appear sor describe, 4583, 229.15.
2.00 122035 | Music player. 4581 9182,
4.00 936678__| Fire ok patorn 4626 185.08
3.00 415803 | Suggest in. 2365 187.08,

 

 

 

 

 

 

‘SUB_TOTAL : 692.89 $
TAX:VAT (4.44%): 30.76 $

BALANCE DUE : 698.01 $

Total in words: six hundred and ninet-
y-eight point zero one

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",3Y3M3d-205,22-Oct-98,698.01,Bailey Group
Template5_Instance110.jpg,"Invoice Date: 20-Jan-2017
INVOICE # INV/67-71/814
PO Number :17

 

Bill o:Hector Brown
70649 Stanley Plains
Deckertown, NJ 30473 US
Tel:4(249)141-5617
Email:cruzleslie@example.com
Site:https:ifcollins-berry.com!

 

ay © Description Unitprice | Amount

 

100) 719127 | Meeting population 4939 4939

 

 

6.00 (67273 | List above, 31.18 187.08)

 

 

 

 

 

 

‘SUB_TOTAL : 236.47 EUR
TAX:VAT (4.58%): 10.84 EUR
BALANCE DUE : 241.82 EUR
Total in words: two hundred and fort-
y-one point eight two

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV/67-71/814,20-Jan-17,241.82,Bailey Group
Template5_Instance109.jpg,"Date: 08-Nov-2008
INVOICE # 8Y9M2d-586
PO Number :18

 

Buyer :Amanda Smith
216 Tracy Extensions Apt. 357
Jacksonton, VT 38328 US
Tel:+(434)261-8803
Email:lisabowen@example.com
Site:https://www.david.com!

 

‘ay 0 Description Unitprice | Amount

 

3.00 2oraa2 | Across near 371 11.13

 

 

 

 

 

 

 

6.00 ‘958149 | Appear son 3822 22032

 

‘SUB_TOTAL : 240.45 USD
TAXVAT (5.37%): 12.90 USD
BALANCE DUE : 243.73 USD

Total in words: two hundred and forty-
three point seven three

 

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",8Y9M2d-586,08-Nov-08,243.73,Bailey Group
Template5_Instance108.jpg,"Date: 19-Apr-2020
INVOICE ID INV/55-79/951

 

 

 

 

 

 

 

 

 

 

PO Number :91

Bill to:Jason Hurst

163567 Janice Trace Apt. 298

West Michaelbury, GA 26918 US

Tel:+(773)807-3019

Email:hthomas@example.org

Site:https://ramirez.com/
ty 10 Description Unitprice [Amount
1.00) 1576324 _| Later abe ether wrong. 23.11 23.41
4.00 304505 | Stand expect. 45.64 182.56)
3.00 1532003, __| Particularly area 295 248.85
6.00 1586735 | Couple open population 476 2856
4.00 1866522 | Process participant paper 70.44 28176

 

 

 

 

 

 

‘SUB_TOTAL : 764.84 USD
TAXVAT (6.24%): 32.44 USD
BALANCE DUE : 762.86 USD

Total in words: seven hundred and six-
ty-two point eight six

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV/55-79/951,19-Apr-20,762.86,Bailey Group
Template5_Instance104.jpg,"Invoice Date: 24-Jul-1995
INVOICE ID 9¥6M4d-601

 

 

 

 

 

 

 

 

PO Number 59
Buyer :Kristina Wyatt

3064 Jennifer Vista

Vietorbury, CO 45641 US

Tel:+(920)822-2490

Email:traceywoods@example.org

Site:https:ljohnson.com/

ay [0 Description Unitpriee [Amount
re ae 63.20 253.16
300 | 457365 | Twxtcnen 1208 3624
2.00 | 978185 | Despite pice four 30:6 73.32
400 | 262055 | wor white 287 707-08
1.00] 975800 | Young memory against 5037 35022

 

 

 

 

 

 

‘SUB_TOTAL : 825.02 $
TAX:VAT (4.17%): 34.39 $
BALANCE DUE : 818.98 $

Total in words: eight hundred and eig-
heen point nine eight

 

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",9¥6M4d-601,24-Jul-95,818.98,Bailey Group
Template5_Instance113.jpg,"Date: 07-Mar-2008

Invoice number INVI96-86/692
PO Number :55

 

Buyer :Matthew Cervantes
615 Dixon Hollow

North Carrie, RI 61246 US.
Tel:+(547)577-5081
Email:thomas70@example.net
Site:http:/Iwww.flores.com!

 

 

 

 

 

ary © Description Unitprice | Amount
6.00 040087 | On culture. 7461 487.68
3.00 7250648 | lseif account whose. 3 6593,
3.00 7243405 | Eat someone 28.11 264.33,

 

 

 

 

 

 

SUB_TOTAL : 78.92 USD
TAX:VAT (6.00%): 46.76 USD
BALANCE DUE : 816.02 USD

Total in words: eight hundred and si-
xteen point zero two

‘Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INVI96-86/692,07-Mar-08,816.02,Bailey Group
Template5_Instance111.jpg,"Invoice Date: 27-Dec-2019
INVOICE # INV/31-33/016
PO Number 82

 

Buyer :Valerie Jones
037 Christopher Extension

Lake Toddburgh, NY 71553 US
Tel:+(565)173-0448
Email:colemanpaul@example.org
Site:https:iljones.com/

 

ay © Description Unitprice | Amount

 

5.00 21563 | Around wish bea. 4.55 2275,

 

 

 

 

 

 

 

6.00 121769 | Assume collection toward sraeay. e429 385.74

 

SUB_TOTAL : 408.49 EUR
TAX:VAT (4.48%): 18.28 EUR
BALANCE DUE : 421.21 EUR
Total in words: four hundred and twe-
nty-one point two one

 

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV/31-33/016,27-Dec-19,421.21,Bailey Group
Template5_Instance11.jpg,"Invoice Date: 26-Apr-2005
INVOICE # 9Y8M6d-036

 

 

 

 

 

 

 

PO Number :47

Bill to:Erica Jordan

9592 Higgins Via

New Kaylamouth, GU 43383 US

Tol:+(139)348-1623,

Email:emilyperez@example.org

Site:https://cantu-montgomery.com/
ary 0 Description Unitprice | Amount
3.00 057371 | Us strategy. 50.59 15177
100) 443853___| Candidate inside wath himset 788i 7881
2.00 ‘322821 | Heartike 4508 90:16

 

 

 

 

 

 

SUB_TOTAL : 320.74 EUR
TAX:VAT (3.85%): 12.35 EUR
BALANCE DUE : 318.40 EUR
Total in words: three hundred and -
ighteen point four

 

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",9Y8M6d-036,26-Apr-05,318.4,Bailey Group
Template5_Instance118.jpg,"Date: 07-Nov-1997
Invoice number 2079-868

 

 

 

 

 

 

 

 

PO Number :42

Bill to:Penny Clark

743 Michael Spring

Nicolemouth, Hi 20842 US

Tel:+(762)445-6509

Email:annjacobs@example.net

Site:https://marshall.com/
ty 10 Description Unitprice | Amount
5.00 823013 __| Fish activity. 17.34 8670
5.00 480870 __| Heavy door por e061 908.05
5.00 116888 | Police. 25.11 42555
2.00 1638568__| Number rouble Rimset 71.64 143.28
2.00 1579250 | Team outside series. aia 126.24

 

 

 

 

 

 

‘SUB_TOTAL : 1084.82 §
TAX:VAT (4.36%): 47.31 $
BALANCE DUE : 1112.39 $

Total in words: one thousand, one hundred -
and twelve point three nine

Note: All payments to be made in cash.
Contact us for queries on these quotations.

 

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",2079-868,07-Nov-97,1112.39,Bailey Group
Template5_Instance117.jpg,"Invoice Date: 15-Nov-2013
INVOICE ID 6598-797

 

 

 

 

 

 

 

 

PO Number :21

Bill to:Jennifer Hall

09325 Gloria Mount Apt. 343

Rojasstad, WA 14443 US.

Tel:+(177)701-3152

Email:jonathonsanchez@example.com

Site:https://richmond.com/
‘ay 0 Description Unitprice | Amount
4.00 468538 | Guess other news: 2973 116.92
6.00 (008340 | Research option society 562 33.72
4.00 134449 | Edge both card 2907, 11628
6.00 318354 | Soniastrate 3329 499.74

 

 

 

 

 

 

‘SUB_TOTAL : 768.66 EUR
TAX:VAT (5.36%): 41.19 EUR
BALANCE DUE : 796.32 EUR

Total in words: seven hundred and ni
ty-six point three two

 

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",6598-797,15-Nov-13,796.32,Bailey Group
Template5_Instance107.jpg,"Invoice Date: 17-Feb-1998
Invoice number 3Y7M74-728

 

 

 

 

 

 

 

PO Number :25

Bill to:Colton Santiago

162264 Anita Throughway

New Johnchester, OR 97583 US.

Tel:+(709)980-2200

Email:burkematthew@example.com

Site:http:/icarson.com!
ary © Description Unitprice | Amount
1.00) 1586237 __| Son senior since 4798 4798
1100) '953553,___| Her wish before pattern 25.64 95.64
6.00 091749 | Cut green 5461 327.66

 

 

 

 

 

 

SUB_TOTAL : 471.28 EUR
TAX:VAT (6.29%): 20.21 EUR
BALANCE DUE : 473.44 EUR

Total in words: four hundred and sevent-
y-three point four four

‘Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",3Y7M74-728,17-Feb-98,473.44,Bailey Group
Template5_Instance135.jpg,"Invoice Date: 05-Aug-2007
INVOICE ID 8184-718

 

 

 

 

 

 

 

PO Number 94

Bill to:Terri Smith

756 David Rapid

Webbmouth, TX 79946 US

Tel:4(556)532-3259

Email:amy78@example.org

Site:https:ifeastillo.org!
ay [0 Description Unitpriee [Amount
2.00___| 243401 | Range whether matoah, 5591 10782
1.00 | 288172 | Couple front postion hat. 72.96 72.96
6.00 | 252353 | leave nto 6320 37920
300___| 885199 | Hai company 31.65 244.95

 

 

 

 

 

 

‘SUB_TOTAL : 804.93 EUR
TAX:VAT (3.78%): 30.42 EUR
BALANCE DUE : 803.07 EUR

Total in words: eight hundred and th-
ree point zero seven

 

Note: All payments to be made in cash.
Contact us for queries on these quotations.

 

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",8184-718,05-Aug-07,803.07,Bailey Group
Template5_Instance134.jpg,"Date: 18-Mar-2004
Invoice number 8648-102

 

 

 

 

 

 

 

 

PO Number :33

Bill to:Phyllis Bradley

235 Ronald Place

Leeburgh, NE 13159 US

Tel:+(035)919-6584

Email:stephanie42@example.net

Site:http:/iwww.russell.biz!
ay 10 Description Unitprice [Amount
6.00 1565009, Include trom 14.74 ead
6.00 954274 | Each often we 36.47 21882
5.00 313985 | Phone soldier member professional 7504 37520
3.00 768311 | Within may poles e284 188.52
2.00 47245 | Simple son 1149 2298

 

 

 

 

 

 

‘SUB_TOTAL : 893.96 $
TAXVAT (3.67%): 32.77 $
BALANCE DUE : 916.18 $

Total in words: nine hundred and six-
teen point one eight

 

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",8648-102,18-Mar-04,916.18,Bailey Group
Template5_Instance133.jpg,"Invoice Date: 13-Oct-1995
INVOICE # INV63974312

 

 

 

 

 

 

 

 

PO Number 56

Buyer :Clifford Lee

{6685 Wright Street

West Katieburgh, AZ 55826 US

Tel:4(925)156-3047

Email:wtucker@example.com

Sitezhttps://klein-reynolds.org)
ay [0 Description Unitpriee [Amount
3.00__| 643909 | Career dently 3007 9021
3.00 | 156418 | Service trough ono 5427 162381
“400 | 008285 | Lear thousand election recor sat 208.44
6.00 | 20538 | Radio early pass 599 3594
500 | 26978 | Morin enoy easy e282 314.10

 

 

 

 

 

 

‘SUB_TOTAL : 807.50 EUR
TAX:VAT (3.36%): 27.16 EUR
BALANCE DUE : 825.37 EUR

Total in words: eight hundred and twent-
y-five point three seven

 

 

‘Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV63974312,13-Oct-95,825.37,Bailey Group
Template5_Instance129.jpg,"Date: 08-Jan-2000
Invoice number INV/22-46/531

 

 

 

 

 

 

 

 

PO Number :45

Buyer Michael Li

'51924 Maxwell Path Suite 003

‘South Garyborough, PR 73007 US

Tel:4(277)005-5030

Email:graceperry@example.net

Site:http:/iwww.turner.com!
ay [0 Description Unitprice [Amount
3.00__| 290182 | Hundred ators 5224 196.72
7100 | 280762 | Choice behavior population hese 508 608
3.00 | 944380 | Machine memory Keep 5567 334002
“100 | 474259 __| Maybe American relationship oftes 4545 45.45
7-00 [527207 | Shake tg each 2148 2148

 

 

 

 

 

 

‘SUB_TOTAL : 569.45 $
TAX:VAT (3.04%): 17.32 $
BALANCE DUE : 573.73 $

Total in words: five hundred and seventy-
-three point seven three

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV/22-46/531,08-Jan-00,573.73,Bailey Group
Template5_Instance126.jpg,"Date: 09-May-1999
INVOICE ID 2480-849

 

 

 

 

 

 

 

PO Number :20

Bill to:Evelyn Harrington

18868 Gomez Locks

Bryantland, PW 87817 US.

Tel:+(095)113-6958

Email:jamesflores@example.com

Site:https://perkins-shea.com!
ary © Description Unitprice | Amount
1.00) (01967 __| Finally beat debate, 148 148
3.00 60710 __| Take ana. 18 245A
2.00 763951 | Serious head mother. e121 182.42

 

 

 

 

 

 

‘SUB_TOTAL : 288.44 EUR
TAXVAT (3.44%): 9.93 EUR
BALANCE DUE : 290.58 EUR
Total in words: two hundred and nin-
ety point five eight

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",2480-849,09-May-99,290.58,Bailey Group
Template5_Instance121.jpg,"Date: 16-Jun-2008
Invoice number INV13393333

 

 

 

 

 

 

PO Number :46

Bill to:Elizabeth Owens

63126 Jennifer Grove

Hatfieldfurt, UT 69385 US

Tel:+(311)130-0087

Email:christensengina@example.org

Site:https:/lwwwjohnson.com/
ayo Description Unitpriee [Amount
5.00 | 451612 | Agree teach smi program 29.60 44800
300] 95922 | May parent posse. 640 1920
00] 0seses | Travel be 50.8 20172

 

 

 

 

 

 

‘SUB_TOTAL : 668.92 USD
TAXVAT (6.22%): 28.26 USD
BALANCE DUE : 685.94 USD

Total in words: six hundred and eight-
y-five point nine four

 

‘Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

Bailey Group
Email:paul73@example.com
",INV13393333,16-Jun-08,685.94,Bailey Group
